drug_id,indication,target,has_positive_efficacy_phrase,has_severe_toxicity_phrase,text_embed_score,molecular_weight,logP,market_size_million,competition_level
D02145,ovarian_cancer,mTOR,1,0,0.868,600.7,3.48,5.736,7
D02146,prostate_cancer,ALK,1,1,0.481,520.7,2.66,7.157,1
D02147,lung_cancer,EGFR,1,1,0.584,361.3,2.83,32.882,13
D02148,ovarian_cancer,EGFR,1,1,0.598,576.5,1.78,4.96,2
D02149,prostate_cancer,PD1,1,0,0.842,395.6,3.1,6.503,5
D02150,melanoma,EGFR,0,0,0.476,401.2,2.37,7.614,8
D02151,lung_cancer,BRAF,1,1,0.569,446.1,1.91,35.316,3
D02152,melanoma,mTOR,0,1,0.721,402.1,3.56,6.98,5
D02153,ovarian_cancer,BRAF,0,0,0.624,375.4,1.72,3.691,9
D02154,breast_cancer,VEGF,0,0,0.426,429.6,3.59,36.858,8
D02155,melanoma,EGFR,0,0,0.779,464.2,2.63,9.75,5
D02156,ovarian_cancer,PD1,1,1,0.778,483.5,1.6,7.022,1
D02157,ovarian_cancer,BRAF,1,1,0.412,519.6,3.31,7.288,14
D02158,ovarian_cancer,EGFR,0,0,0.695,447.3,3.8,4.253,19
D02159,melanoma,EGFR,1,0,0.691,389.8,3.9,6.841,6
D02160,melanoma,VEGF,0,0,0.858,492.4,2.73,8.721,10
D02161,colon_cancer,ALK,1,1,0.48,478.4,2.91,18.024,20
D02162,colon_cancer,PD1,0,1,0.849,577.6,2.14,20.889,10
D02163,melanoma,EGFR,1,1,0.502,419.0,3.83,5.563,13
D02164,lung_cancer,HER2,0,0,0.78,432.4,3.72,43.393,10
D02165,prostate_cancer,HER2,0,1,0.58,616.0,2.68,6.489,8
D02166,ovarian_cancer,BRAF,1,0,0.656,534.5,2.08,4.859,7
D02167,breast_cancer,BRAF,1,0,0.65,540.4,3.16,34.399,11
D02168,melanoma,mTOR,0,1,0.64,517.8,2.48,7.984,8
D02169,lung_cancer,ALK,0,0,0.826,347.1,3.4,40.482,1
D02170,colon_cancer,EGFR,1,1,0.591,314.9,2.75,23.522,6
D02171,lung_cancer,EGFR,1,0,0.723,555.3,3.15,49.274,12
D02172,lung_cancer,PD1,1,0,0.549,635.9,3.82,25.875,4
D02173,colon_cancer,VEGF,1,1,0.865,427.7,3.02,28.31,7
D02174,lung_cancer,HER2,0,1,0.487,476.2,1.73,27.815,8
D02175,melanoma,BRAF,1,1,0.411,404.8,2.55,7.816,3
D02176,prostate_cancer,HER2,0,0,0.433,317.1,3.04,12.102,1
D02177,lung_cancer,mTOR,1,1,0.606,460.1,1.66,49.323,19
D02178,lung_cancer,HER2,0,1,0.755,512.3,3.57,42.972,7
D02179,colon_cancer,EGFR,1,0,0.517,498.2,2.74,21.72,1
D02180,prostate_cancer,EGFR,1,1,0.796,527.3,3.54,12.44,2
D02181,colon_cancer,PD1,0,1,0.628,504.6,2.34,22.087,6
D02182,colon_cancer,HER2,1,0,0.56,502.1,3.96,24.59,14
D02183,breast_cancer,ALK,1,1,0.634,432.3,4.68,26.949,10
D02184,breast_cancer,BRAF,1,1,0.58,437.9,3.03,28.634,20
D02185,colon_cancer,VEGF,1,1,0.723,426.2,3.18,21.762,18
D02186,prostate_cancer,VEGF,0,1,0.653,340.6,2.56,13.737,5
D02187,ovarian_cancer,PD1,0,0,0.889,392.6,3.11,7.754,13
D02188,lung_cancer,BRAF,1,0,0.895,559.6,3.52,38.6,17
D02189,lung_cancer,ALK,0,1,0.867,300.0,4.63,41.616,6
D02190,prostate_cancer,VEGF,1,1,0.458,503.6,2.38,12.587,12
D02191,ovarian_cancer,mTOR,1,0,0.689,492.6,3.14,7.499,4
D02192,breast_cancer,HER2,1,0,0.817,426.7,3.16,37.905,7
D02193,prostate_cancer,EGFR,0,1,0.472,431.4,2.68,6.65,10
D02194,breast_cancer,BRAF,1,1,0.813,425.1,1.85,30.839,4
D02195,breast_cancer,EGFR,0,0,0.548,491.7,3.47,24.142,3
D02196,lung_cancer,PD1,1,0,0.611,521.2,3.66,33.938,13
D02197,lung_cancer,HER2,1,1,0.594,505.9,2.57,30.211,14
D02198,ovarian_cancer,ALK,1,0,0.74,547.2,1.91,8.862,16
D02199,colon_cancer,PD1,0,1,0.75,407.9,2.23,27.918,13
D02200,ovarian_cancer,BRAF,0,1,0.744,566.4,3.75,6.721,12
D02201,prostate_cancer,mTOR,0,1,0.419,519.0,3.86,10.387,3
D02202,melanoma,PD1,0,0,0.523,409.7,3.28,9.153,4
D02203,melanoma,mTOR,1,0,0.702,470.0,3.68,7.346,11
D02204,colon_cancer,ALK,1,0,0.707,470.8,2.69,16.424,5
D02205,ovarian_cancer,BRAF,0,1,0.435,523.3,3.7,4.087,9
D02206,prostate_cancer,ALK,1,0,0.527,426.5,2.95,7.059,17
D02207,melanoma,VEGF,1,1,0.827,395.3,1.0,5.199,20
D02208,colon_cancer,mTOR,0,0,0.884,496.0,3.49,16.152,16
D02209,melanoma,VEGF,0,1,0.788,501.0,1.44,9.034,6
D02210,melanoma,EGFR,1,0,0.512,451.9,1.23,9.328,19
D02211,melanoma,VEGF,1,0,0.451,589.6,2.13,5.696,20
D02212,ovarian_cancer,EGFR,1,1,0.583,580.4,3.76,7.194,1
D02213,prostate_cancer,ALK,1,0,0.609,408.0,2.09,6.302,14
D02214,ovarian_cancer,HER2,1,0,0.433,508.0,2.32,4.577,12
D02215,melanoma,mTOR,0,0,0.461,488.2,2.61,5.81,19
D02216,breast_cancer,HER2,0,1,0.73,337.5,1.22,30.918,18
D02217,colon_cancer,mTOR,0,0,0.691,498.1,2.55,16.738,2
D02218,breast_cancer,VEGF,0,1,0.467,435.8,3.56,34.029,1
D02219,colon_cancer,EGFR,0,0,0.662,573.9,2.78,18.988,17
D02220,lung_cancer,PD1,0,1,0.86,452.8,3.4,46.515,7
D02221,breast_cancer,HER2,1,1,0.639,371.4,3.18,21.981,13
D02222,ovarian_cancer,HER2,0,0,0.734,524.2,3.54,8.147,5
D02223,lung_cancer,mTOR,0,0,0.524,325.1,2.39,43.835,12
D02224,breast_cancer,BRAF,1,1,0.43,409.7,3.08,28.637,11
D02225,melanoma,EGFR,0,1,0.595,518.5,4.2,8.032,8
D02226,prostate_cancer,VEGF,1,1,0.723,440.4,2.6,12.799,6
D02227,breast_cancer,ALK,1,1,0.787,572.0,3.24,28.655,1
D02228,melanoma,EGFR,0,0,0.786,581.4,3.23,5.2,9
D02229,melanoma,PD1,1,1,0.552,387.4,1.93,7.676,11
D02230,colon_cancer,BRAF,1,1,0.593,355.9,3.53,28.067,19
D02231,prostate_cancer,ALK,0,1,0.569,575.1,4.48,12.223,11
D02232,ovarian_cancer,ALK,0,1,0.715,547.4,3.93,8.605,10
D02233,ovarian_cancer,ALK,0,1,0.863,433.6,2.07,4.945,8
D02234,ovarian_cancer,VEGF,1,1,0.496,548.0,3.33,5.01,14
D02235,colon_cancer,PD1,1,0,0.784,488.6,3.31,28.358,5
D02236,prostate_cancer,PD1,0,1,0.756,505.9,4.03,10.976,7
D02237,melanoma,ALK,0,0,0.762,583.6,3.44,9.381,8
D02238,breast_cancer,ALK,1,0,0.844,547.7,3.41,36.192,12
D02239,breast_cancer,mTOR,1,1,0.866,443.1,3.61,29.182,11
D02240,breast_cancer,PD1,0,1,0.462,368.4,3.84,27.531,18
D02241,melanoma,EGFR,0,0,0.806,384.4,3.23,6.274,16
D02242,melanoma,ALK,1,1,0.5,412.4,3.44,5.255,14
D02243,prostate_cancer,mTOR,0,1,0.619,477.3,1.72,8.818,5
D02244,breast_cancer,EGFR,1,0,0.421,513.7,2.54,21.406,4
D02245,ovarian_cancer,ALK,1,0,0.792,550.5,3.0,8.554,14
D02246,breast_cancer,EGFR,0,0,0.456,511.6,2.23,39.537,9
D02247,colon_cancer,mTOR,0,0,0.51,432.9,2.63,24.055,9
D02248,ovarian_cancer,PD1,0,0,0.411,548.5,4.34,6.505,8
D02249,breast_cancer,BRAF,1,0,0.671,415.6,3.86,20.349,6
D02250,lung_cancer,ALK,1,1,0.462,306.4,2.04,31.155,14
D02251,breast_cancer,VEGF,1,0,0.846,403.3,1.92,38.353,9
D02252,lung_cancer,EGFR,0,1,0.618,353.3,3.33,46.522,13
D02253,melanoma,VEGF,0,0,0.824,462.9,3.3,7.043,15
D02254,melanoma,VEGF,1,1,0.412,535.2,3.21,8.825,7
D02255,prostate_cancer,mTOR,1,1,0.561,532.6,2.94,10.491,20
D02256,melanoma,BRAF,1,0,0.586,385.0,3.85,8.517,20
D02257,prostate_cancer,HER2,1,0,0.794,432.9,2.25,7.864,11
D02258,colon_cancer,mTOR,1,0,0.757,465.8,2.27,28.477,13
D02259,ovarian_cancer,mTOR,0,0,0.723,446.6,3.28,3.388,1
D02260,melanoma,ALK,1,1,0.59,507.9,2.28,7.455,15
D02261,melanoma,EGFR,1,1,0.574,441.0,3.86,6.346,9
D02262,melanoma,VEGF,0,0,0.827,519.7,4.66,8.225,20
D02263,ovarian_cancer,BRAF,0,0,0.89,574.4,3.92,5.187,8
D02264,lung_cancer,HER2,0,0,0.708,369.0,3.61,38.821,9
D02265,lung_cancer,ALK,1,1,0.475,475.8,2.56,28.541,14
D02266,colon_cancer,BRAF,0,0,0.605,493.4,3.76,17.499,3
D02267,breast_cancer,BRAF,0,0,0.686,520.1,2.3,35.662,6
D02268,colon_cancer,ALK,1,1,0.847,539.4,2.49,18.544,7
D02269,ovarian_cancer,HER2,0,0,0.786,497.3,2.76,4.614,6
D02270,ovarian_cancer,EGFR,1,1,0.762,462.5,3.61,3.916,6
D02271,breast_cancer,BRAF,0,1,0.828,396.8,4.56,35.327,17
D02272,lung_cancer,ALK,0,1,0.467,334.3,2.52,26.209,5
D02273,breast_cancer,VEGF,1,1,0.631,509.6,3.47,29.099,4
D02274,prostate_cancer,VEGF,0,0,0.434,472.0,2.95,9.397,1
D02275,colon_cancer,mTOR,1,1,0.675,512.8,2.82,25.894,17
D02276,melanoma,HER2,1,1,0.776,591.5,3.67,7.617,14
D02277,breast_cancer,ALK,1,0,0.802,549.8,2.23,24.138,20
D02278,colon_cancer,BRAF,1,0,0.702,473.6,2.76,21.186,13
D02279,colon_cancer,PD1,0,1,0.644,399.6,3.29,26.255,7
D02280,melanoma,BRAF,0,1,0.833,437.0,3.52,8.953,5
D02281,prostate_cancer,BRAF,1,1,0.522,394.4,4.38,6.147,8
D02282,melanoma,PD1,1,1,0.633,408.3,3.18,7.326,7
D02283,melanoma,VEGF,1,0,0.523,543.3,2.54,5.728,4
D02284,colon_cancer,PD1,0,1,0.633,548.2,2.02,20.798,14
D02285,lung_cancer,ALK,1,1,0.811,596.2,3.01,38.79,2
D02286,melanoma,EGFR,1,1,0.497,432.3,2.76,9.61,6
D02287,lung_cancer,EGFR,0,1,0.43,544.7,2.53,37.738,17
D02288,colon_cancer,EGFR,1,1,0.567,420.1,2.82,24.194,12
D02289,ovarian_cancer,PD1,1,1,0.425,385.8,4.46,6.102,4
D02290,melanoma,BRAF,1,1,0.782,434.7,3.67,5.181,18
D02291,prostate_cancer,HER2,0,0,0.866,496.8,2.21,9.401,15
D02292,prostate_cancer,HER2,1,0,0.471,479.5,3.63,14.235,3
D02293,ovarian_cancer,mTOR,1,1,0.51,464.9,3.95,3.264,1
D02294,breast_cancer,VEGF,1,0,0.609,561.7,3.74,36.518,5
D02295,melanoma,ALK,1,0,0.4,443.2,2.14,5.331,2
D02296,colon_cancer,HER2,1,0,0.51,430.9,3.16,28.727,6
D02297,prostate_cancer,mTOR,0,0,0.735,523.7,1.26,13.305,11
D02298,ovarian_cancer,HER2,1,1,0.878,479.4,3.13,4.549,18
D02299,ovarian_cancer,BRAF,1,1,0.663,457.8,4.03,7.007,19
D02300,ovarian_cancer,HER2,1,0,0.513,513.7,4.05,3.133,16
D02301,colon_cancer,PD1,1,1,0.886,462.7,3.75,29.87,2
D02302,ovarian_cancer,PD1,1,0,0.812,610.8,4.05,6.33,8
D02303,breast_cancer,mTOR,0,0,0.749,392.6,2.8,30.117,14
D02304,prostate_cancer,mTOR,1,1,0.55,452.4,3.39,8.182,20
D02305,melanoma,HER2,0,1,0.863,534.9,2.33,5.285,13
D02306,melanoma,VEGF,1,1,0.889,485.4,1.38,6.669,12
D02307,lung_cancer,PD1,0,1,0.84,595.4,2.59,37.297,13
D02308,ovarian_cancer,VEGF,1,1,0.825,484.5,2.75,4.719,20
D02309,breast_cancer,PD1,0,1,0.697,571.7,0.73,37.064,4
D02310,lung_cancer,EGFR,0,0,0.67,478.7,2.92,37.316,3
D02311,prostate_cancer,HER2,0,0,0.401,443.7,4.38,7.598,5
D02312,colon_cancer,BRAF,1,1,0.733,409.0,3.62,16.313,6
D02313,colon_cancer,PD1,0,0,0.898,508.5,4.01,16.235,2
D02314,ovarian_cancer,EGFR,0,0,0.849,426.6,2.41,7.945,16
D02315,lung_cancer,PD1,1,0,0.816,567.7,3.34,32.111,3
D02316,melanoma,ALK,1,0,0.722,356.4,2.57,8.5,4
D02317,melanoma,ALK,0,1,0.416,510.9,3.67,9.261,6
D02318,prostate_cancer,mTOR,1,1,0.876,425.7,0.67,8.758,13
D02319,melanoma,BRAF,0,1,0.733,521.9,2.02,6.053,15
D02320,breast_cancer,HER2,0,0,0.44,318.6,0.73,31.754,4
D02321,breast_cancer,EGFR,1,0,0.475,545.1,3.1,21.469,11
D02322,prostate_cancer,PD1,0,1,0.618,461.9,4.11,7.104,18
D02323,prostate_cancer,ALK,1,0,0.848,531.0,4.29,11.906,12
D02324,breast_cancer,mTOR,0,1,0.433,368.6,2.97,20.628,9
D02325,melanoma,VEGF,1,1,0.729,350.7,2.82,6.987,11
D02326,melanoma,VEGF,1,1,0.729,460.1,3.5,9.79,19
D02327,prostate_cancer,VEGF,0,0,0.877,483.6,3.5,9.742,16
D02328,colon_cancer,VEGF,0,0,0.52,536.3,4.72,24.059,9
D02329,breast_cancer,HER2,0,1,0.419,454.8,2.25,20.185,12
D02330,prostate_cancer,PD1,1,1,0.401,499.7,2.36,10.345,17
D02331,breast_cancer,VEGF,0,1,0.74,598.6,2.77,37.155,17
D02332,colon_cancer,ALK,1,0,0.617,434.8,2.62,29.247,2
D02333,melanoma,HER2,1,1,0.422,537.5,2.87,6.663,14
D02334,ovarian_cancer,HER2,0,1,0.815,428.7,4.33,5.503,15
D02335,ovarian_cancer,ALK,0,1,0.817,411.5,3.03,4.337,9
D02336,colon_cancer,HER2,0,0,0.734,532.2,1.69,23.693,13
D02337,colon_cancer,EGFR,0,0,0.511,518.4,2.16,27.323,8
D02338,melanoma,EGFR,1,0,0.879,545.8,2.23,9.012,9
D02339,ovarian_cancer,BRAF,1,0,0.651,535.4,3.88,8.716,10
D02340,ovarian_cancer,HER2,0,1,0.894,548.9,3.2,4.28,18
D02341,colon_cancer,BRAF,0,0,0.863,461.5,2.54,20.835,11
D02342,breast_cancer,ALK,0,0,0.743,597.7,2.44,21.594,8
D02343,melanoma,EGFR,0,0,0.866,397.0,3.53,8.655,6
D02344,prostate_cancer,PD1,1,1,0.481,416.3,2.24,9.838,6
D02345,colon_cancer,EGFR,1,1,0.899,364.5,2.61,25.373,3
D02346,lung_cancer,VEGF,0,0,0.877,473.4,3.19,26.65,9
D02347,breast_cancer,EGFR,1,1,0.461,556.1,3.42,35.32,18
D02348,melanoma,ALK,0,1,0.734,464.7,2.84,6.392,3
D02349,colon_cancer,BRAF,0,1,0.488,520.8,4.02,27.099,18
D02350,colon_cancer,HER2,0,0,0.896,490.1,2.62,17.434,11
D02351,breast_cancer,ALK,0,1,0.896,400.6,1.84,35.146,12
D02352,lung_cancer,PD1,1,1,0.452,533.3,3.46,37.81,13
D02353,breast_cancer,VEGF,0,1,0.787,526.2,2.9,34.955,3
D02354,prostate_cancer,VEGF,1,1,0.594,592.6,2.61,11.783,7
D02355,lung_cancer,EGFR,1,0,0.402,556.4,2.97,33.886,12
D02356,prostate_cancer,PD1,1,0,0.885,431.3,3.47,13.758,3
D02357,breast_cancer,BRAF,0,0,0.696,512.8,3.29,29.469,18
D02358,ovarian_cancer,HER2,1,0,0.712,486.5,2.97,3.195,11
D02359,breast_cancer,PD1,1,1,0.419,671.1,3.95,22.131,10
D02360,prostate_cancer,VEGF,1,1,0.9,537.8,3.09,8.526,14
D02361,lung_cancer,ALK,1,0,0.649,560.6,3.41,43.466,14
D02362,lung_cancer,EGFR,1,1,0.492,482.1,2.76,27.327,5
D02363,ovarian_cancer,ALK,0,1,0.457,473.5,0.46,8.848,11
D02364,colon_cancer,EGFR,0,0,0.691,496.8,2.61,16.183,2
D02365,colon_cancer,PD1,0,1,0.853,607.4,3.02,24.868,4
D02366,melanoma,BRAF,0,1,0.859,384.9,2.96,7.101,11
D02367,colon_cancer,HER2,0,0,0.434,396.3,3.38,29.235,19
D02368,lung_cancer,EGFR,1,0,0.635,503.3,3.77,34.028,18
D02369,lung_cancer,PD1,0,0,0.441,416.7,3.03,29.209,19
D02370,prostate_cancer,BRAF,0,0,0.635,370.8,3.56,12.559,5
D02371,breast_cancer,HER2,0,1,0.403,521.5,3.4,30.46,9
D02372,ovarian_cancer,BRAF,0,1,0.674,480.1,3.33,3.356,7
D02373,ovarian_cancer,HER2,1,0,0.813,608.3,2.77,4.756,5
D02374,melanoma,ALK,1,1,0.535,491.1,2.13,8.082,4
D02375,prostate_cancer,mTOR,1,1,0.401,410.5,3.08,7.031,19
D02376,breast_cancer,HER2,1,0,0.688,568.3,2.79,36.289,19
D02377,lung_cancer,HER2,0,0,0.756,461.1,2.67,30.771,8
D02378,prostate_cancer,EGFR,0,1,0.466,437.2,3.24,7.963,4
D02379,ovarian_cancer,EGFR,0,0,0.815,360.2,4.02,3.083,4
D02380,colon_cancer,VEGF,1,0,0.473,426.8,3.58,24.719,4
D02381,colon_cancer,PD1,1,1,0.73,378.4,3.54,25.205,15
D02382,prostate_cancer,VEGF,0,0,0.595,533.8,3.31,7.692,8
D02383,melanoma,mTOR,1,1,0.424,400.4,3.2,5.015,15
D02384,breast_cancer,EGFR,0,1,0.662,385.4,2.8,24.077,4
D02385,colon_cancer,VEGF,1,1,0.489,562.4,3.64,26.536,16
D02386,ovarian_cancer,EGFR,1,1,0.552,481.2,2.22,4.346,7
D02387,prostate_cancer,BRAF,1,1,0.882,531.6,3.02,8.427,16
D02388,breast_cancer,mTOR,0,0,0.791,300.0,3.63,32.904,13
D02389,breast_cancer,ALK,0,0,0.534,478.1,3.96,27.417,9
D02390,prostate_cancer,EGFR,1,1,0.773,392.4,0.46,6.183,19
D02391,lung_cancer,VEGF,1,1,0.805,502.3,3.23,43.943,18
D02392,ovarian_cancer,ALK,0,1,0.889,344.7,2.22,3.02,1
D02393,colon_cancer,BRAF,1,1,0.401,700.4,2.76,17.901,4
D02394,prostate_cancer,PD1,1,1,0.748,538.5,2.48,8.447,7
D02395,prostate_cancer,mTOR,1,0,0.59,312.8,2.86,11.622,8
D02396,colon_cancer,EGFR,1,1,0.636,458.8,2.68,18.618,11
D02397,melanoma,VEGF,1,0,0.745,470.8,3.21,5.516,5
D02398,breast_cancer,mTOR,0,0,0.634,468.0,1.99,30.7,3
D02399,lung_cancer,HER2,1,0,0.51,518.9,1.44,30.363,12
D02400,lung_cancer,EGFR,1,0,0.859,316.0,3.59,35.228,9
D02401,prostate_cancer,ALK,1,0,0.447,520.6,2.95,14.312,20
D02402,lung_cancer,EGFR,1,0,0.422,368.4,2.43,42.225,18
D02403,breast_cancer,HER2,0,1,0.809,459.0,1.72,24.327,14
D02404,colon_cancer,EGFR,0,0,0.862,420.9,3.52,19.165,14
D02405,prostate_cancer,PD1,1,1,0.678,594.2,2.66,7.479,4
D02406,prostate_cancer,ALK,0,1,0.496,540.5,1.47,13.401,8
D02407,prostate_cancer,EGFR,0,0,0.814,532.8,2.36,7.779,10
D02408,melanoma,EGFR,1,0,0.709,504.6,2.8,5.157,7
D02409,colon_cancer,HER2,1,1,0.477,585.6,2.3,15.949,6
D02410,melanoma,mTOR,0,0,0.587,530.2,2.78,7.665,14
D02411,lung_cancer,EGFR,0,0,0.437,467.3,2.85,35.376,14
D02412,breast_cancer,HER2,0,1,0.757,412.3,2.99,34.274,17
D02413,ovarian_cancer,ALK,1,1,0.479,475.0,3.19,8.983,18
D02414,prostate_cancer,ALK,0,1,0.612,486.8,3.64,11.499,15
D02415,colon_cancer,PD1,1,0,0.863,553.9,2.16,26.975,1
D02416,breast_cancer,mTOR,1,1,0.786,549.5,2.05,29.297,3
D02417,ovarian_cancer,EGFR,0,0,0.515,527.0,3.5,7.202,4
D02418,ovarian_cancer,mTOR,1,0,0.426,327.1,3.07,4.079,8
D02419,breast_cancer,VEGF,0,0,0.521,442.5,2.39,31.046,11
D02420,ovarian_cancer,ALK,0,1,0.531,588.1,2.48,6.293,6
D02421,lung_cancer,mTOR,1,0,0.47,415.5,3.06,44.751,3
D02422,ovarian_cancer,VEGF,1,0,0.611,534.8,2.89,6.803,3
D02423,prostate_cancer,BRAF,1,1,0.482,573.3,3.42,8.487,11
D02424,lung_cancer,EGFR,0,0,0.788,305.7,2.58,42.272,1
D02425,lung_cancer,PD1,0,0,0.441,435.1,3.38,29.761,4
D02426,melanoma,BRAF,1,0,0.794,300.0,5.04,8.742,20
D02427,lung_cancer,HER2,0,1,0.556,522.5,3.12,41.804,17
D02428,prostate_cancer,PD1,1,1,0.48,574.5,4.87,10.912,5
D02429,ovarian_cancer,HER2,1,1,0.646,549.7,3.76,8.462,3
D02430,breast_cancer,VEGF,1,0,0.557,490.5,2.89,29.377,17
D02431,melanoma,mTOR,0,0,0.7,441.9,2.34,5.014,9
D02432,breast_cancer,mTOR,1,1,0.444,425.0,1.92,34.478,9
D02433,ovarian_cancer,VEGF,1,1,0.682,473.9,1.65,4.415,5
D02434,colon_cancer,ALK,0,1,0.585,495.3,2.97,15.735,10
D02435,breast_cancer,BRAF,1,0,0.676,491.8,2.58,20.788,16
D02436,lung_cancer,mTOR,0,0,0.605,726.1,4.09,46.401,18
D02437,melanoma,ALK,1,0,0.786,380.4,3.19,8.893,17
D02438,breast_cancer,VEGF,0,0,0.534,431.4,2.19,20.94,4
D02439,melanoma,PD1,0,0,0.531,372.8,3.35,8.666,6
D02440,ovarian_cancer,mTOR,1,0,0.658,425.5,3.77,5.269,7
D02441,ovarian_cancer,HER2,0,1,0.534,559.5,4.1,3.929,3
D02442,breast_cancer,HER2,1,1,0.763,411.8,3.38,30.434,10
D02443,melanoma,PD1,0,0,0.521,530.6,2.62,7.099,5
D02444,colon_cancer,HER2,1,0,0.452,418.3,4.29,29.412,9
D02445,lung_cancer,mTOR,0,1,0.546,498.2,3.51,49.555,13
D02446,breast_cancer,PD1,1,1,0.833,414.2,2.02,20.846,13
D02447,breast_cancer,HER2,1,1,0.672,434.4,2.9,23.739,7
D02448,prostate_cancer,EGFR,0,1,0.589,394.9,2.99,9.701,9
D02449,colon_cancer,ALK,0,0,0.765,344.9,2.1,20.526,18
D02450,prostate_cancer,ALK,0,1,0.566,533.7,3.48,14.752,15
D02451,ovarian_cancer,BRAF,0,1,0.419,448.6,2.19,7.121,2
D02452,colon_cancer,VEGF,0,0,0.504,397.8,2.7,26.476,12
D02453,breast_cancer,BRAF,1,1,0.842,531.6,3.74,22.444,8
D02454,breast_cancer,BRAF,0,0,0.447,440.3,2.08,31.997,17
D02455,melanoma,HER2,0,0,0.703,501.4,2.34,5.993,19
D02456,lung_cancer,HER2,0,1,0.508,438.5,4.06,35.125,11
D02457,breast_cancer,EGFR,1,0,0.762,546.2,3.13,39.124,20
D02458,ovarian_cancer,mTOR,1,1,0.448,378.2,3.17,8.764,14
D02459,ovarian_cancer,HER2,0,0,0.856,565.0,2.7,4.252,1
D02460,lung_cancer,ALK,0,1,0.789,588.1,4.03,27.8,5
D02461,ovarian_cancer,ALK,0,0,0.744,613.1,3.24,5.003,16
D02462,colon_cancer,HER2,1,0,0.88,527.0,4.13,28.619,1
D02463,ovarian_cancer,HER2,0,1,0.584,515.8,2.6,7.752,5
D02464,lung_cancer,EGFR,1,0,0.804,444.1,3.19,46.771,19
D02465,colon_cancer,EGFR,1,0,0.516,376.8,2.89,22.948,11
D02466,lung_cancer,ALK,0,1,0.497,567.7,1.25,45.374,6
D02467,breast_cancer,ALK,0,0,0.52,602.8,3.9,25.5,11
D02468,melanoma,EGFR,0,1,0.867,443.2,3.43,8.477,10
D02469,breast_cancer,ALK,1,0,0.815,480.3,3.98,32.61,11
D02470,breast_cancer,mTOR,1,1,0.618,558.6,1.88,35.815,2
D02471,ovarian_cancer,HER2,0,0,0.773,527.0,2.84,5.559,1
D02472,lung_cancer,VEGF,0,0,0.581,486.6,2.42,34.946,20
D02473,lung_cancer,BRAF,0,1,0.477,619.9,3.83,36.391,11
D02474,prostate_cancer,VEGF,0,0,0.784,420.8,1.93,8.286,11
D02475,colon_cancer,EGFR,1,0,0.618,449.1,3.35,16.632,16
D02476,melanoma,BRAF,0,0,0.892,499.2,4.0,9.157,10
D02477,prostate_cancer,EGFR,0,0,0.552,543.2,3.78,10.991,17
D02478,melanoma,BRAF,0,1,0.549,506.1,1.89,7.384,18
D02479,prostate_cancer,ALK,0,1,0.423,464.3,3.85,8.104,12
D02480,ovarian_cancer,HER2,0,0,0.451,475.9,3.4,5.223,1
D02481,ovarian_cancer,BRAF,0,1,0.897,454.5,2.18,6.485,3
D02482,colon_cancer,PD1,0,0,0.757,470.1,3.25,21.797,9
D02483,ovarian_cancer,BRAF,0,1,0.778,427.5,2.81,7.237,20
D02484,prostate_cancer,mTOR,1,1,0.815,404.8,3.9,11.776,20
D02485,prostate_cancer,HER2,1,0,0.845,456.4,4.16,8.66,18
D02486,colon_cancer,ALK,1,0,0.473,602.3,2.94,23.48,10
D02487,lung_cancer,BRAF,1,0,0.877,399.3,1.33,47.263,4
D02488,breast_cancer,BRAF,0,1,0.79,362.2,1.9,35.525,14
D02489,melanoma,ALK,0,1,0.711,590.3,3.09,5.115,18
D02490,melanoma,VEGF,1,0,0.629,511.2,1.22,7.089,1
D02491,prostate_cancer,mTOR,0,0,0.555,384.2,3.71,14.487,8
D02492,ovarian_cancer,ALK,0,1,0.735,502.9,2.88,6.614,12
D02493,prostate_cancer,VEGF,0,0,0.818,525.2,4.31,14.828,1
D02494,colon_cancer,mTOR,0,0,0.851,462.3,3.06,23.494,14
D02495,colon_cancer,EGFR,0,1,0.695,495.4,4.91,20.381,5
D02496,melanoma,HER2,1,0,0.792,312.1,3.55,6.912,13
D02497,colon_cancer,mTOR,0,0,0.407,470.8,3.45,22.229,14
D02498,lung_cancer,HER2,0,0,0.804,427.4,2.96,32.842,11
D02499,lung_cancer,PD1,0,1,0.599,536.9,5.49,28.724,19
D02500,colon_cancer,BRAF,1,0,0.827,544.6,2.32,27.488,6
D02501,melanoma,BRAF,0,0,0.403,446.1,2.64,9.261,14
D02502,ovarian_cancer,mTOR,1,0,0.899,336.3,2.74,3.701,13
D02503,ovarian_cancer,VEGF,0,0,0.734,538.6,1.98,7.886,11
D02504,lung_cancer,EGFR,0,1,0.664,563.9,3.39,40.302,9
D02505,lung_cancer,PD1,0,1,0.427,421.3,2.89,35.195,6
D02506,prostate_cancer,ALK,0,1,0.721,607.9,3.59,11.643,2
D02507,prostate_cancer,PD1,0,1,0.535,480.7,2.81,14.061,15
D02508,melanoma,ALK,1,1,0.481,486.1,2.59,8.572,15
D02509,breast_cancer,HER2,1,1,0.736,311.6,4.63,31.926,12
D02510,lung_cancer,ALK,0,1,0.762,492.4,3.32,45.65,13
D02511,lung_cancer,VEGF,0,1,0.411,475.4,2.41,48.414,18
D02512,colon_cancer,EGFR,0,0,0.501,465.1,1.72,18.482,5
D02513,colon_cancer,PD1,0,0,0.572,662.2,2.01,29.415,4
