drug_id,indication,target,has_positive_efficacy_phrase,has_severe_toxicity_phrase,text_embed_score,molecular_weight,logP,potential_label,toxicity_label,market_size_million,competition_level,expected_profit_score,success_probability,traditional_time_years,ai_time_years
D03095,breast_cancer,HER2,1,0,0.862,478.2,4.02,2,0,39964,7,0.88,0.621,12,2
D03096,lung_cancer,EGFR,1,0,0.5,566.6,2.14,2,0,47930,5,0.94,0.696,13,2
D03097,ovarian_cancer,VEGF,0,1,0.664,426.1,3.77,0,1,7641,2,0.168,0.16,8,2
D03098,colon_cancer,ALK,1,1,0.509,300.0,2.88,1,0,28509,6,0.658,0.506,9,3
D03099,ovarian_cancer,HER2,0,1,0.816,365.5,2.62,0,1,4939,5,0.125,0.145,10,1
D03100,ovarian_cancer,VEGF,1,0,0.83,456.1,2.71,2,0,4131,4,0.731,0.604,14,1
D03101,ovarian_cancer,PD1,0,1,0.492,435.8,2.12,0,1,8616,4,0.153,0.149,14,3
D03102,prostate_cancer,HER2,0,1,0.853,663.4,4.49,0,1,14409,1,0.212,0.144,13,3
D03103,ovarian_cancer,PD1,1,1,0.771,387.0,4.27,1,1,5773,1,0.344,0.272,14,2
D03104,ovarian_cancer,ALK,1,0,0.842,448.0,3.1,2,0,7181,5,0.736,0.532,10,2
D03105,melanoma,HER2,1,0,0.519,474.9,2.47,2,0,8383,5,0.742,0.614,10,2
D03106,ovarian_cancer,HER2,0,1,0.83,558.7,3.1,0,1,3507,5,0.118,0.134,9,3
D03107,breast_cancer,mTOR,1,1,0.55,441.9,1.96,2,0,36274,8,0.851,0.618,12,1
D03108,colon_cancer,PD1,0,0,0.508,408.5,1.69,1,0,27069,7,0.64,0.524,9,2
D03109,ovarian_cancer,mTOR,0,0,0.647,481.0,2.04,1,0,5983,5,0.555,0.488,12,2
D03110,ovarian_cancer,HER2,1,1,0.848,458.8,4.1,2,1,3864,4,0.479,0.352,9,3
D03111,ovarian_cancer,PD1,1,1,0.459,575.9,2.97,1,1,5814,1,0.344,0.283,14,2
D03112,melanoma,mTOR,1,0,0.588,473.0,4.5,1,0,6253,4,0.566,0.405,11,2
D03113,colon_cancer,VEGF,0,1,0.809,521.7,2.74,1,1,18308,5,0.367,0.231,13,1
D03114,lung_cancer,PD1,1,1,0.568,365.9,3.32,1,0,36653,9,0.668,0.563,14,2
D03115,melanoma,BRAF,0,0,0.612,546.3,2.49,1,0,6758,2,0.589,0.429,13,2
D03116,prostate_cancer,BRAF,1,1,0.654,503.3,2.71,2,1,11834,1,0.549,0.36,14,3
D03117,ovarian_cancer,EGFR,0,1,0.78,465.3,1.01,0,0,6880,1,0.424,0.304,10,3
D03118,melanoma,ALK,1,0,0.447,462.3,3.78,2,0,6896,2,0.764,0.556,11,1
D03119,ovarian_cancer,HER2,0,0,0.734,429.5,3.04,1,0,7240,5,0.561,0.448,13,3
D03120,lung_cancer,EGFR,0,1,0.586,419.5,3.29,0,0,27565,3,0.508,0.33,14,1
D03121,breast_cancer,EGFR,0,1,0.543,462.7,2.25,0,1,27777,8,0.209,0.141,12,2
D03122,breast_cancer,mTOR,0,0,0.855,586.6,3.74,1,1,37804,9,0.424,0.333,12,1
D03123,prostate_cancer,EGFR,0,1,0.542,431.6,3.4,0,1,12753,4,0.174,0.125,9,3
D03124,colon_cancer,BRAF,0,0,0.672,523.0,3.51,1,0,18040,5,0.615,0.439,14,2
D03125,melanoma,PD1,1,1,0.474,344.5,3.81,1,1,5245,3,0.321,0.234,12,1
D03126,prostate_cancer,BRAF,0,1,0.7,434.4,2.71,0,0,11361,5,0.407,0.288,13,3
D03127,melanoma,mTOR,1,1,0.705,691.0,3.24,1,1,8652,1,0.358,0.227,10,2
D03128,ovarian_cancer,VEGF,1,0,0.446,449.1,1.24,1,0,6304,3,0.577,0.456,9,3
D03129,colon_cancer,EGFR,0,1,0.796,591.2,1.92,0,1,24101,7,0.201,0.191,10,3
D03130,melanoma,mTOR,1,0,0.879,399.7,2.73,2,0,6491,2,0.762,0.574,14,1
D03131,breast_cancer,HER2,0,1,0.592,593.3,3.62,0,1,21718,4,0.219,0.151,9,2
D03132,prostate_cancer,ALK,1,0,0.891,467.4,3.25,2,0,14432,4,0.782,0.585,10,3
D03133,ovarian_cancer,PD1,1,0,0.426,432.0,3.11,2,0,7785,4,0.749,0.588,10,3
D03134,melanoma,HER2,1,1,0.813,485.9,3.78,1,1,5017,1,0.34,0.276,10,1
D03135,prostate_cancer,VEGF,1,1,0.726,557.4,3.4,1,1,10324,2,0.357,0.298,9,1
D03136,melanoma,EGFR,1,1,0.454,451.0,3.59,1,1,7058,3,0.33,0.21,8,2
D03137,breast_cancer,EGFR,1,1,0.525,472.6,2.13,1,1,24498,3,0.417,0.261,8,3
D03138,ovarian_cancer,EGFR,1,0,0.802,447.7,3.07,2,0,4928,2,0.755,0.544,14,3
D03139,colon_cancer,EGFR,0,1,0.894,552.8,2.85,0,1,26625,7,0.213,0.167,11,2
D03140,melanoma,HER2,0,0,0.827,383.3,3.05,1,0,5390,3,0.572,0.401,9,3
D03141,lung_cancer,EGFR,1,0,0.86,489.1,3.15,2,0,27536,8,0.808,0.651,8,1
D03142,colon_cancer,VEGF,0,0,0.664,553.6,3.82,0,1,25720,5,0.229,0.172,14,2
D03143,colon_cancer,ALK,0,1,0.824,432.5,2.51,1,1,20756,7,0.359,0.289,8,1
D03144,colon_cancer,VEGF,1,0,0.422,396.8,3.56,1,0,22929,6,0.63,0.505,13,3
D03145,colon_cancer,EGFR,0,0,0.614,595.9,2.75,0,0,29698,4,0.508,0.335,12,3
D03146,melanoma,PD1,1,0,0.812,460.7,4.17,2,0,6959,2,0.765,0.522,9,1
D03147,ovarian_cancer,VEGF,1,1,0.524,520.4,3.35,1,0,6368,3,0.577,0.431,8,1
D03148,breast_cancer,VEGF,1,0,0.852,384.7,3.54,2,0,20726,6,0.794,0.628,10,2
D03149,colon_cancer,PD1,1,0,0.61,405.7,2.09,2,0,26050,4,0.84,0.606,11,3
D03150,lung_cancer,VEGF,1,1,0.456,452.3,2.53,1,1,49521,10,0.473,0.391,12,2
D03151,lung_cancer,mTOR,0,1,0.631,462.3,1.85,0,0,30827,5,0.504,0.397,8,2
D03152,melanoma,BRAF,0,0,0.886,556.7,3.9,0,1,9705,2,0.179,0.15,9,1
D03153,prostate_cancer,BRAF,1,1,0.665,324.2,3.78,1,1,7341,4,0.322,0.226,14,1
D03154,melanoma,ALK,1,0,0.473,415.2,3.69,1,0,5262,2,0.581,0.415,11,3
D03155,colon_cancer,mTOR,1,1,0.77,474.5,3.02,2,0,15565,5,0.778,0.546,14,3
D03156,lung_cancer,PD1,1,0,0.79,465.2,3.97,2,0,31237,7,0.836,0.617,10,3
D03157,breast_cancer,VEGF,1,0,0.782,380.8,3.49,2,0,32068,10,0.81,0.61,11,3
D03158,lung_cancer,EGFR,1,0,0.603,568.1,3.57,2,0,39711,5,0.899,0.663,9,1
D03159,melanoma,EGFR,1,1,0.431,666.0,2.58,1,1,6389,5,0.307,0.281,14,1
D03160,breast_cancer,HER2,1,0,0.625,556.6,2.92,2,0,32474,9,0.822,0.592,11,3
D03161,melanoma,PD1,0,1,0.702,578.7,2.99,0,1,9610,2,0.178,0.077,13,1
D03162,lung_cancer,HER2,1,1,0.846,449.0,4.04,1,1,44876,9,0.459,0.306,13,3
D03163,lung_cancer,mTOR,0,1,0.544,440.7,1.87,0,1,48376,7,0.322,0.243,8,2
D03164,colon_cancer,HER2,1,1,0.814,438.7,3.5,2,0,18319,5,0.792,0.593,13,2
D03165,melanoma,BRAF,1,0,0.688,591.4,3.09,2,0,8841,5,0.744,0.61,10,2
D03166,breast_cancer,HER2,0,1,0.455,585.5,1.91,0,1,20854,4,0.214,0.2,14,3
D03167,prostate_cancer,mTOR,0,0,0.681,444.5,2.77,1,0,7925,1,0.605,0.494,14,1
D03168,melanoma,BRAF,0,0,0.695,470.8,3.07,1,0,9552,1,0.613,0.464,8,1
D03169,breast_cancer,VEGF,1,1,0.733,535.3,2.64,2,0,37166,8,0.856,0.639,11,2
D03170,lung_cancer,EGFR,1,1,0.467,491.1,2.96,1,0,28295,3,0.686,0.502,11,3
D03171,prostate_cancer,BRAF,1,1,0.617,405.9,2.91,2,0,11209,5,0.756,0.564,13,3
D03172,prostate_cancer,EGFR,0,0,0.418,468.5,2.87,1,0,7968,2,0.595,0.432,9,3
D03173,ovarian_cancer,HER2,1,1,0.765,482.5,3.06,2,1,5881,1,0.519,0.32,10,1
D03174,melanoma,mTOR,1,1,0.719,445.4,4.02,1,1,9513,2,0.353,0.272,11,3
D03175,melanoma,PD1,1,1,0.65,386.4,2.42,1,0,7728,5,0.564,0.425,12,1
D03176,colon_cancer,mTOR,1,0,0.489,702.4,2.17,1,0,16314,7,0.587,0.436,13,2
D03177,colon_cancer,mTOR,0,0,0.591,371.7,3.59,0,0,24315,6,0.462,0.407,12,1
D03178,breast_cancer,PD1,0,0,0.506,313.8,2.81,0,0,35675,9,0.488,0.361,10,3
D03179,melanoma,ALK,0,1,0.587,651.7,1.76,0,1,6457,4,0.142,0.135,8,1
D03180,ovarian_cancer,HER2,1,1,0.527,321.4,1.8,1,0,7575,2,0.593,0.434,14,3
D03181,ovarian_cancer,VEGF,1,1,0.461,551.9,3.9,0,1,4044,2,0.15,0.118,8,2
D03182,prostate_cancer,mTOR,1,1,0.853,439.0,3.55,1,1,10536,4,0.338,0.239,14,3
D03183,prostate_cancer,EGFR,1,1,0.883,591.2,4.43,1,1,13905,5,0.345,0.218,10,1
D03184,lung_cancer,VEGF,1,0,0.551,460.3,1.16,2,0,41479,10,0.857,0.611,13,2
D03185,melanoma,PD1,0,0,0.85,414.3,2.66,1,0,7225,5,0.561,0.397,14,1
D03186,melanoma,ALK,1,1,0.722,459.3,2.85,2,0,7101,2,0.766,0.538,8,2
D03187,ovarian_cancer,mTOR,1,0,0.803,569.5,4.02,2,0,6274,5,0.731,0.592,9,3
D03188,prostate_cancer,PD1,1,0,0.43,466.3,3.88,2,0,8390,4,0.752,0.599,12,2
D03189,colon_cancer,ALK,0,1,0.539,508.6,3.05,0,0,15022,3,0.445,0.373,14,1
D03190,ovarian_cancer,ALK,1,0,0.507,552.5,3.06,1,0,8141,5,0.566,0.42,11,2
D03191,breast_cancer,ALK,1,0,0.45,644.6,1.85,1,0,26181,5,0.656,0.486,11,1
D03192,prostate_cancer,EGFR,1,1,0.821,438.8,2.9,2,0,9069,3,0.765,0.606,10,2
D03193,colon_cancer,mTOR,0,0,0.856,515.2,4.01,1,0,20598,8,0.598,0.452,11,3
D03194,prostate_cancer,HER2,0,0,0.732,478.0,1.86,1,0,7365,4,0.572,0.418,10,1
D03195,colon_cancer,mTOR,1,0,0.859,547.4,3.6,2,0,28651,5,0.843,0.619,8,3
D03196,prostate_cancer,EGFR,1,0,0.798,324.7,3.0,2,0,7261,1,0.776,0.562,14,2
D03197,lung_cancer,mTOR,0,1,0.467,352.8,2.47,0,1,27798,8,0.209,0.137,9,1
D03198,colon_cancer,HER2,0,1,0.569,407.8,3.65,0,1,29834,7,0.229,0.158,10,3
D03199,lung_cancer,ALK,1,1,0.461,489.3,1.97,1,0,37847,7,0.694,0.543,8,1
D03200,ovarian_cancer,PD1,0,1,0.852,550.4,1.85,0,1,7521,1,0.178,0.113,12,1
D03201,prostate_cancer,PD1,1,0,0.683,506.4,2.35,2,0,10981,5,0.755,0.545,8,3
D03202,lung_cancer,HER2,0,1,0.48,450.7,3.4,0,1,41507,5,0.308,0.183,10,1
D03203,lung_cancer,VEGF,1,1,0.851,521.7,4.07,1,1,34322,6,0.437,0.302,9,1
D03204,lung_cancer,BRAF,0,0,0.454,473.4,3.25,1,0,26692,7,0.638,0.532,13,2
D03205,prostate_cancer,PD1,1,1,0.602,445.0,3.15,2,1,14887,2,0.554,0.384,14,3
D03206,lung_cancer,VEGF,1,1,0.843,515.2,2.92,2,1,28335,6,0.582,0.402,10,3
D03207,prostate_cancer,ALK,0,1,0.496,335.7,3.27,0,0,6416,1,0.422,0.276,8,3
D03208,colon_cancer,VEGF,0,0,0.58,509.2,2.46,1,0,17798,4,0.624,0.448,12,2
D03209,prostate_cancer,EGFR,0,0,0.841,377.2,4.18,1,0,12464,2,0.617,0.5,11,1
D03210,prostate_cancer,VEGF,0,0,0.897,519.3,2.82,1,0,10147,2,0.606,0.425,11,2
D03211,lung_cancer,BRAF,1,1,0.592,389.0,2.34,1,0,48977,6,0.76,0.563,13,3
D03212,prostate_cancer,ALK,1,1,0.754,584.2,3.11,1,1,14832,4,0.359,0.261,9,1
D03213,lung_cancer,mTOR,1,0,0.797,436.0,3.41,2,0,32900,6,0.854,0.652,14,2
D03214,lung_cancer,EGFR,1,0,0.542,414.8,4.2,2,0,36293,7,0.861,0.609,10,2
D03215,lung_cancer,mTOR,0,0,0.643,588.2,2.63,1,0,49688,10,0.723,0.571,12,3
D03216,colon_cancer,HER2,0,0,0.678,429.7,0.91,0,0,28025,7,0.47,0.378,11,3
D03217,breast_cancer,HER2,0,1,0.675,361.5,1.93,0,0,21301,5,0.457,0.321,9,2
D03218,melanoma,BRAF,0,0,0.661,490.8,2.74,1,0,5579,1,0.593,0.461,13,3
D03219,ovarian_cancer,VEGF,0,0,0.559,372.4,2.78,0,0,3467,3,0.387,0.259,11,3
D03220,lung_cancer,mTOR,1,1,0.403,520.4,3.42,1,1,34749,9,0.409,0.29,12,3
D03221,ovarian_cancer,BRAF,1,0,0.791,328.0,2.9,2,0,8770,4,0.754,0.534,8,1
D03222,ovarian_cancer,EGFR,1,1,0.436,369.3,3.72,1,1,5289,3,0.321,0.216,9,1
D03223,colon_cancer,ALK,1,1,0.45,542.7,2.28,1,1,26599,3,0.428,0.316,12,1
D03224,colon_cancer,PD1,0,1,0.504,418.7,2.63,0,0,27249,8,0.456,0.411,8,1
D03225,ovarian_cancer,mTOR,1,1,0.571,300.0,3.27,1,1,6513,2,0.338,0.231,10,3
D03226,ovarian_cancer,EGFR,1,0,0.526,458.2,3.78,2,0,4166,2,0.751,0.534,9,2
D03227,prostate_cancer,mTOR,1,0,0.897,392.1,2.5,2,0,8826,2,0.774,0.585,12,1
D03228,breast_cancer,ALK,0,1,0.432,359.5,2.2,0,1,38684,6,0.283,0.182,14,2
D03229,prostate_cancer,mTOR,1,0,0.877,385.4,3.8,1,0,13229,3,0.611,0.503,11,1
D03230,melanoma,BRAF,0,0,0.444,424.1,3.1,1,0,6954,1,0.6,0.482,12,3
D03231,melanoma,VEGF,0,0,0.808,449.5,1.98,1,0,9763,3,0.594,0.467,8,1
D03232,breast_cancer,BRAF,0,0,0.522,466.5,3.48,1,0,32197,10,0.636,0.465,8,1
D03233,breast_cancer,EGFR,0,1,0.438,383.4,3.65,0,1,34671,5,0.273,0.15,10,2
D03234,lung_cancer,mTOR,1,1,0.721,412.0,2.61,2,0,27104,5,0.836,0.625,12,2
D03235,lung_cancer,VEGF,0,0,0.54,522.5,2.47,1,0,33382,6,0.682,0.531,10,2
D03236,breast_cancer,EGFR,0,1,0.581,483.0,2.75,0,1,29641,6,0.238,0.124,8,3
D03237,colon_cancer,EGFR,0,0,0.517,490.3,1.1,0,0,22458,7,0.442,0.336,8,3
D03238,melanoma,BRAF,0,0,0.74,333.6,3.49,1,0,8803,2,0.599,0.463,11,2
D03239,lung_cancer,HER2,1,1,0.646,563.0,2.27,1,1,37159,5,0.461,0.29,11,2
D03240,prostate_cancer,EGFR,0,0,0.703,460.5,3.24,1,0,9657,5,0.573,0.445,13,1
D03241,lung_cancer,PD1,1,0,0.419,535.5,1.38,1,0,35455,7,0.682,0.538,11,3
D03242,lung_cancer,HER2,1,0,0.54,409.1,2.73,2,0,26003,6,0.82,0.661,12,3
D03243,melanoma,BRAF,1,0,0.524,536.3,5.0,2,0,8968,3,0.765,0.573,12,1
D03244,ovarian_cancer,EGFR,1,0,0.731,461.8,1.87,2,0,5284,3,0.746,0.573,14,1
D03245,ovarian_cancer,VEGF,1,0,0.737,512.2,4.06,2,0,6363,2,0.762,0.568,14,2
D03246,melanoma,EGFR,0,0,0.769,488.6,2.27,1,0,7909,2,0.595,0.441,13,2
D03247,breast_cancer,EGFR,1,1,0.741,556.6,3.53,1,1,27177,8,0.381,0.275,10,1
D03248,melanoma,BRAF,1,1,0.634,397.9,3.31,1,1,9407,5,0.322,0.291,9,3
D03249,prostate_cancer,HER2,0,0,0.781,559.8,3.95,0,0,8291,1,0.431,0.363,8,3
D03250,colon_cancer,mTOR,0,0,0.791,474.7,2.71,1,0,22267,5,0.636,0.498,12,3
D03251,lung_cancer,PD1,0,0,0.876,578.2,2.03,1,0,38397,8,0.687,0.479,11,2
D03252,colon_cancer,VEGF,1,0,0.785,515.1,1.9,2,0,23152,3,0.836,0.627,12,3
D03253,melanoma,mTOR,0,0,0.803,565.2,2.79,1,0,8819,1,0.609,0.42,9,2
D03254,melanoma,BRAF,0,1,0.73,581.5,3.39,0,1,8797,2,0.174,0.085,14,2
D03255,prostate_cancer,mTOR,1,1,0.7,382.1,4.14,1,1,9502,1,0.363,0.225,9,3
D03256,lung_cancer,BRAF,1,1,0.712,604.1,3.71,1,1,44329,9,0.457,0.3,11,3
D03257,breast_cancer,PD1,1,0,0.541,419.1,2.76,2,0,26279,3,0.851,0.575,11,2
D03258,breast_cancer,VEGF,0,0,0.807,491.6,2.44,1,0,32176,5,0.686,0.506,8,1
D03259,melanoma,PD1,0,1,0.428,615.4,3.12,0,1,8770,3,0.164,0.092,14,1
D03260,colon_cancer,mTOR,1,1,0.414,300.0,3.27,1,1,26285,5,0.406,0.262,9,2
D03261,lung_cancer,HER2,0,0,0.462,452.1,2.94,1,0,45872,5,0.754,0.501,14,1
D03262,prostate_cancer,VEGF,0,1,0.406,450.5,3.65,0,1,9340,1,0.187,0.152,10,1
D03263,breast_cancer,EGFR,1,1,0.482,569.6,3.23,1,1,34343,10,0.397,0.359,9,3
D03264,colon_cancer,BRAF,0,1,0.735,452.9,2.97,0,0,17026,6,0.425,0.303,13,2
D03265,prostate_cancer,BRAF,1,1,0.767,481.6,2.36,2,1,14748,3,0.544,0.422,10,2
D03266,breast_cancer,mTOR,1,0,0.601,526.3,3.37,2,0,32083,5,0.86,0.634,10,3
D03267,ovarian_cancer,BRAF,1,0,0.491,603.2,4.0,1,0,7547,3,0.583,0.453,14,2
D03268,ovarian_cancer,EGFR,0,1,0.838,425.1,3.66,0,1,5753,1,0.169,0.157,11,2
D03269,lung_cancer,BRAF,1,0,0.693,403.9,3.56,2,0,39780,6,0.889,0.636,14,2
D03270,breast_cancer,PD1,0,1,0.752,438.7,2.18,0,0,28293,5,0.491,0.399,10,3
D03271,melanoma,PD1,0,0,0.553,502.4,0.86,0,0,8561,1,0.433,0.31,12,3
D03272,breast_cancer,mTOR,1,1,0.463,339.9,2.86,1,0,31960,6,0.675,0.505,12,1
D03273,ovarian_cancer,PD1,1,1,0.41,486.6,2.7,1,0,5082,1,0.59,0.434,14,2
D03274,colon_cancer,BRAF,1,0,0.702,353.6,2.35,1,0,15990,7,0.585,0.498,12,1
D03275,breast_cancer,BRAF,1,1,0.416,511.3,3.47,1,0,24458,5,0.647,0.503,14,1
D03276,prostate_cancer,mTOR,1,0,0.462,478.7,3.93,2,0,8157,3,0.761,0.526,14,1
D03277,prostate_cancer,HER2,1,0,0.737,511.8,2.4,2,0,10237,3,0.771,0.619,11,3
D03278,ovarian_cancer,PD1,0,0,0.614,457.6,1.88,1,0,5167,5,0.551,0.429,10,2
D03279,colon_cancer,ALK,1,1,0.821,471.3,3.89,2,1,17839,6,0.529,0.417,13,1
D03280,melanoma,HER2,1,0,0.62,534.8,4.12,2,0,6188,3,0.751,0.606,9,1
D03281,ovarian_cancer,VEGF,1,0,0.638,455.8,4.08,2,0,5216,1,0.766,0.59,10,1
D03282,colon_cancer,HER2,1,1,0.732,464.5,4.18,1,1,21189,4,0.391,0.278,8,1
D03283,colon_cancer,EGFR,0,0,0.666,478.3,3.57,1,0,27696,8,0.633,0.473,13,2
D03284,ovarian_cancer,PD1,0,0,0.621,598.0,2.85,1,0,6944,3,0.58,0.411,12,1
D03285,colon_cancer,HER2,1,0,0.855,497.5,4.03,2,0,29421,6,0.837,0.593,14,1
D03286,prostate_cancer,mTOR,0,1,0.785,469.4,1.94,1,0,11647,1,0.623,0.408,9,2
D03287,lung_cancer,mTOR,1,0,0.434,651.4,2.62,1,0,33237,10,0.641,0.51,12,3
D03288,melanoma,BRAF,1,0,0.837,492.7,3.92,2,0,8902,2,0.775,0.533,8,2
D03289,breast_cancer,EGFR,0,0,0.678,431.3,2.19,1,0,38623,7,0.698,0.477,12,1
D03290,breast_cancer,mTOR,1,0,0.453,500.3,1.57,2,0,26316,5,0.832,0.66,13,2
D03291,ovarian_cancer,PD1,0,0,0.742,457.0,3.2,1,0,6056,5,0.555,0.454,13,1
D03292,ovarian_cancer,VEGF,1,0,0.4,458.4,1.77,2,0,3225,5,0.716,0.574,11,1
D03293,breast_cancer,BRAF,0,1,0.574,607.5,3.08,0,1,30595,9,0.213,0.168,8,1
D03294,breast_cancer,VEGF,0,1,0.805,594.5,2.79,0,1,36911,10,0.235,0.189,10,1
D03295,melanoma,PD1,1,0,0.499,409.6,3.22,2,0,9512,5,0.748,0.578,14,2
D03296,lung_cancer,ALK,1,0,0.632,462.7,2.06,2,0,49059,7,0.925,0.635,9,1
D03297,lung_cancer,mTOR,1,1,0.725,597.6,2.5,1,1,35634,7,0.433,0.332,10,1
D03298,ovarian_cancer,PD1,0,1,0.568,332.8,4.06,0,1,6585,2,0.163,0.157,11,2
D03299,ovarian_cancer,PD1,1,0,0.623,439.7,2.51,2,0,3855,5,0.719,0.601,10,3
D03300,breast_cancer,EGFR,1,0,0.726,338.8,4.39,1,0,21506,8,0.603,0.524,10,2
D03301,breast_cancer,EGFR,1,1,0.53,376.8,3.05,1,0,26592,7,0.638,0.532,8,2
D03302,prostate_cancer,BRAF,1,1,0.528,553.0,3.34,1,1,12872,5,0.339,0.258,14,3
D03303,colon_cancer,ALK,1,1,0.535,475.2,1.64,1,1,15894,6,0.344,0.279,11,2
D03304,prostate_cancer,VEGF,1,1,0.875,415.2,3.15,2,1,13373,5,0.517,0.395,10,1
D03305,melanoma,mTOR,0,0,0.884,417.0,3.16,1,0,5897,4,0.564,0.464,10,3
D03306,prostate_cancer,ALK,0,1,0.891,534.5,3.77,1,1,6239,3,0.326,0.235,10,1
D03307,melanoma,HER2,0,1,0.572,381.9,4.76,0,1,8057,4,0.15,0.149,9,2
D03308,prostate_cancer,ALK,0,0,0.817,541.4,3.0,1,0,9613,2,0.603,0.446,9,2
D03309,melanoma,EGFR,0,1,0.595,567.2,4.89,0,1,5592,2,0.158,0.149,8,1
D03310,ovarian_cancer,BRAF,1,1,0.73,364.9,2.82,1,0,7808,1,0.604,0.431,9,3
D03311,colon_cancer,VEGF,1,1,0.59,300.0,3.15,1,1,26861,3,0.429,0.33,10,2
D03312,ovarian_cancer,VEGF,1,0,0.749,509.2,2.97,2,0,5200,1,0.766,0.595,9,3
D03313,melanoma,PD1,0,0,0.694,427.6,1.36,1,0,9391,3,0.592,0.46,13,3
D03314,melanoma,BRAF,1,0,0.768,509.9,4.16,2,0,5203,4,0.736,0.54,11,1
D03315,colon_cancer,BRAF,0,0,0.836,432.7,3.35,1,0,19551,8,0.593,0.483,13,3
D03316,melanoma,PD1,1,0,0.594,354.5,3.37,2,0,8125,2,0.771,0.571,13,2
D03317,melanoma,VEGF,0,1,0.846,448.5,2.39,1,1,5050,3,0.32,0.213,10,3
D03318,melanoma,mTOR,0,0,0.545,419.2,2.69,1,0,5549,3,0.573,0.406,12,2
D03319,breast_cancer,HER2,0,1,0.454,510.6,1.95,0,1,35405,6,0.267,0.18,13,2
D03320,prostate_cancer,ALK,0,0,0.716,448.2,2.97,1,0,14587,2,0.628,0.424,12,1
D03321,lung_cancer,mTOR,0,0,0.831,392.1,4.44,0,0,34485,10,0.472,0.364,12,2
D03322,colon_cancer,mTOR,1,1,0.436,411.7,2.46,1,1,16809,8,0.329,0.312,13,3
D03323,melanoma,mTOR,0,1,0.558,401.7,4.44,0,1,9724,1,0.189,0.164,11,3
D03324,prostate_cancer,PD1,1,1,0.726,524.2,2.25,2,1,13374,4,0.527,0.427,14,2
D03325,prostate_cancer,mTOR,1,1,0.831,568.5,3.16,1,1,11780,2,0.364,0.205,13,3
D03326,colon_cancer,BRAF,0,1,0.555,500.6,2.72,0,1,16156,6,0.171,0.127,10,3
D03327,ovarian_cancer,ALK,1,0,0.697,420.0,3.27,2,0,6834,3,0.754,0.547,10,1
D03328,breast_cancer,EGFR,1,0,0.743,436.4,4.45,2,0,33571,9,0.828,0.601,14,3
D03329,melanoma,BRAF,0,1,0.793,378.5,4.23,0,1,8923,2,0.175,0.103,14,2
D03330,breast_cancer,ALK,0,0,0.481,471.1,3.24,1,0,21822,4,0.644,0.438,13,1
D03331,ovarian_cancer,BRAF,0,0,0.81,546.7,2.5,1,0,3917,5,0.545,0.411,8,2
D03332,colon_cancer,PD1,1,1,0.662,549.1,0.83,1,0,19743,5,0.624,0.44,11,1
D03333,colon_cancer,EGFR,1,0,0.606,422.4,2.26,2,0,22451,8,0.782,0.651,9,2
D03334,lung_cancer,mTOR,0,1,0.756,379.7,2.83,0,0,36439,8,0.502,0.437,12,2
D03335,breast_cancer,HER2,0,1,0.755,510.9,3.56,0,1,28203,3,0.261,0.167,12,1
D03336,colon_cancer,HER2,1,0,0.746,499.3,2.47,2,0,16816,8,0.754,0.585,10,2
D03337,ovarian_cancer,PD1,1,1,0.752,509.5,3.1,1,0,8603,5,0.568,0.425,11,3
D03338,colon_cancer,BRAF,0,1,0.883,554.9,3.62,0,1,24250,8,0.191,0.194,8,1
D03339,lung_cancer,VEGF,1,0,0.703,482.4,2.28,2,0,45321,7,0.907,0.699,13,3
D03340,breast_cancer,BRAF,0,0,0.67,427.8,2.56,1,0,24214,3,0.666,0.513,14,2
D03341,prostate_cancer,EGFR,0,1,0.85,454.8,3.21,1,0,10992,3,0.6,0.444,9,1
D03342,lung_cancer,EGFR,1,1,0.613,537.2,2.96,1,1,44714,6,0.489,0.385,10,1
D03343,ovarian_cancer,VEGF,1,0,0.766,481.3,3.11,2,0,8518,5,0.743,0.53,10,1
D03344,breast_cancer,EGFR,1,1,0.557,438.7,2.26,2,1,29300,3,0.616,0.441,9,1
D03345,breast_cancer,PD1,1,0,0.777,339.6,2.44,2,0,32093,5,0.86,0.656,13,3
D03346,breast_cancer,HER2,0,0,0.658,517.9,2.44,1,0,38514,9,0.678,0.55,8,1
D03347,colon_cancer,PD1,0,1,0.864,461.0,3.37,0,0,25153,3,0.496,0.36,8,3
D03348,ovarian_cancer,VEGF,0,1,0.751,521.7,2.14,0,1,7005,4,0.145,0.13,9,2
D03349,melanoma,PD1,1,1,0.62,559.8,3.9,0,1,7924,4,0.15,0.165,10,2
D03350,colon_cancer,ALK,0,1,0.634,389.6,2.34,0,1,21656,6,0.198,0.115,13,1
D03351,ovarian_cancer,VEGF,0,1,0.49,575.3,2.88,0,1,3565,3,0.138,0.065,13,1
D03352,breast_cancer,PD1,0,0,0.685,302.4,1.88,1,0,37681,9,0.673,0.534,10,3
D03353,breast_cancer,PD1,1,1,0.494,460.1,2.07,1,1,22289,4,0.396,0.291,12,1
D03354,breast_cancer,mTOR,0,0,0.474,446.9,3.03,1,0,38591,10,0.668,0.55,10,2
D03355,prostate_cancer,EGFR,1,0,0.442,597.0,2.77,2,0,9063,2,0.775,0.526,13,2
D03356,prostate_cancer,HER2,1,0,0.423,565.8,4.14,1,1,9106,4,0.331,0.223,9,2
D03357,colon_cancer,PD1,1,0,0.812,594.7,3.23,2,0,28015,6,0.83,0.629,10,1
