indication,target,efficacy_label
esophageal_cancer,GABA_A,0
esophageal_cancer,GR,0
kidney_disease,ROS1,2
schizophrenia,PR,0
pneumonia,CD19,0
prostate_cancer,HER2,2
malaria,NMDA,0
schizophrenia,JAK,2
schizophrenia,ALK,2
anxiety,JAK,0
colon_cancer,TNF_alpha,2
hiv_aids,STAT,1
chronic_pain,TOP1,1
kidney_cancer,AR,1
obesity,CD33,1
adhd,NMDA,2
type2_diabetes,NF-kB,2
bladder_cancer,BCMA,1
cardiomyopathy,HER4,1
kidney_cancer,ROS1,1
lung_cancer,BCMA,0
type1_diabetes,AR,1
type2_diabetes,CD47,1
thyroid_cancer,CD38,1
copd,GR,1
adhd,OX40,1
esophageal_cancer,CD22,0
copd,TIM3,2
type2_diabetes,CD19,0
cardiomyopathy,NOTCH,0
tuberculosis,MR,0
cervical_cancer,GR,1
depression,FGF,2
hyperlipidemia,TNF_alpha,1
cervical_cancer,MEK,0
alzheimers,D2,0
hepatitis_c,CEA,1
esophageal_cancer,NOTCH,1
kidney_cancer,mTOR,0
thyroid_cancer,IL-1,1
obesity,IL-17,1
cardiomyopathy,NMDA,1
parkinsons,CD47,0
rheumatoid_arthritis,CD30,2
als,STAT,0
prostate_cancer,AP-1,2
malaria,CD38,1
rheumatoid_arthritis,GIPR,0
coronary_artery_disease,Hedgehog,1
tuberculosis,EGFR,0
ulcerative_colitis,IL-17,1
crohns_disease,Wnt,1
lupus,NF-kB,2
colon_cancer,GIPR,1
kidney_disease,IL-23,0
stomach_cancer,IL-13,2
depression,SGLT2,1
tuberculosis,c-MET,1
chronic_pain,HER3,1
lymphoma,STAT,2
osteoporosis,BCR-ABL,0
coronary_artery_disease,ER_beta,0
cardiomyopathy,PARP,2
sepsis,HER3,1
hepatitis_c,CD20,2
crohns_disease,IL-17,2
pancreatic_cancer,BCR-ABL,0
huntingtons,CD22,0
bipolar_disorder,MR,1
anxiety,CTLA-4,0
psoriasis,IL-13,0
esophageal_cancer,EGF,0
prostate_cancer,p53,1
esophageal_cancer,CDK6,1
ulcerative_colitis,DNMT,0
anxiety,TOP2,2
breast_cancer,EGFR,0
colon_cancer,5-HT1A,0
ovarian_cancer,ROS1,2
bipolar_disorder,HGF,0
ulcerative_colitis,PARP,1
fibromyalgia,SGLT2,2
tuberculosis,Hedgehog,0
colon_cancer,BCR-ABL,1
multiple_sclerosis,BRAF,2
chronic_pain,PD1,0
cervical_cancer,PARP,1
lung_cancer,AKT,1
kidney_cancer,GABA_A,0
malaria,BCR-ABL,2
coronary_artery_disease,GLP-1R,0
hepatitis_c,PD1,2
tuberculosis,HDAC,0
atherosclerosis,PR,1
celiac_disease,STAT,1
hyperlipidemia,Wnt,0
lupus,JAK,1
lung_cancer,BCMA,0
lung_cancer,c-MET,2
atherosclerosis,FGF,1
arrhythmia,HIF,2
pancreatic_cancer,TIGIT,2
bladder_cancer,RAS,1
chronic_pain,GCGR,1
cardiomyopathy,AMPA,1
heart_failure,Wnt,0
stomach_cancer,GR,1
hepatitis_b,AKT,2
anxiety,EGF,1
multiple_sclerosis,AKT,2
asthma,IL-17,1
chronic_pain,MEK,1
colon_cancer,CD22,1
migraine,Hedgehog,0
pneumonia,BCMA,0
brain_cancer,TGF_beta,0
ovarian_cancer,PI3K,2
als,FGFR,2
bipolar_disorder,BCMA,0
depression,GLP-1R,0
lymphoma,TIM3,2
hiv_aids,GPC3,0
obesity,NTRK,1
bipolar_disorder,BRAF,0
fibromyalgia,PARP,1
malaria,ER_alpha,1
kidney_disease,IGF1R,1
kidney_cancer,Wnt,1
hypertension,HER2,1
tuberculosis,CD20,0
ovarian_cancer,TOP1,1
bladder_cancer,EGFR,2
type2_diabetes,ER_beta,0
fibromyalgia,CD30,0
colorectal_cancer,AMPA,2
prostate_cancer,Wnt,2
celiac_disease,AKT,1
arrhythmia,GCGR,0
myocardial_infarction,GR,2
bladder_cancer,BCMA,1
myocardial_infarction,PARP,0
multiple_sclerosis,IL-17,1
heart_failure,EGFR,0
pneumonia,PI3K,0
leukemia,AMPA,1
lymphoma,ALK,2
lupus,GABA_B,2
gout,ALK,0
pneumonia,LAG3,1
atherosclerosis,CD20,1
insomnia,PI3K,1
type2_diabetes,GABA_B,0
multiple_sclerosis,NMDA,1
hepatitis_c,CD33,2
influenza,GIPR,0
hiv_aids,PR,0
obesity,AMPA,1
melanoma,GCGR,1
als,CD30,0
liver_disease,GABA_B,2
prostate_cancer,NMDA,0
als,NMDA,0
malaria,NTRK,1
gout,IL-6,0
bladder_cancer,GIPR,2
liver_cancer,BCR-ABL,1
hyperlipidemia,GIPR,1
thyroid_cancer,CD33,1
crohns_disease,CD47,2
asthma,ER_beta,0
arrhythmia,D2,1
prostate_cancer,STAT,1
hepatitis_b,BCMA,2
hyperlipidemia,GABA_A,0
malaria,PR,1
hepatitis_c,HIF,0
tuberculosis,MR,0
bipolar_disorder,FGF,0
migraine,JAK,0
parkinsons,GLP-1R,0
liver_disease,TIM3,1
lung_cancer,IL-6,2
migraine,NOTCH,2
kidney_cancer,TOP1,0
migraine,AP-1,0
copd,TGF_beta,0
gout,HER2,1
type1_diabetes,STAT,2
gout,IL-13,2
arrhythmia,c-MET,1
multiple_sclerosis,Wnt,0
bipolar_disorder,ER_alpha,1
pancreatic_cancer,PI3K,2
ulcerative_colitis,AR,1
ulcerative_colitis,PD1,1
hypertension,DNMT,2
kidney_cancer,FGFR,1
melanoma,ER_beta,1
celiac_disease,FGF,1
ovarian_cancer,IGF1R,0
tuberculosis,BRAF,2
stomach_cancer,TIM3,1
pancreatic_cancer,ER_beta,1
chronic_pain,PI3K,0
ovarian_cancer,p53,2
colon_cancer,TIM3,1
insomnia,HGF,0
bladder_cancer,IL-6,1
colorectal_cancer,SGLT2,1
esophageal_cancer,D2,2
als,CEA,0
hyperlipidemia,RAS,1
sepsis,CD19,0
arrhythmia,MEK,0
covid_19,BRAF,0
ulcerative_colitis,IL-17,2
malaria,CD33,1
hepatitis_c,GPC3,0
lupus,TGF_beta,1
cardiomyopathy,AP-1,0
malaria,MYC,2
psoriasis,MEK,1
stomach_cancer,CD38,2
type1_diabetes,BRD4,1
adhd,TGF_beta,1
rheumatoid_arthritis,IL-13,1
crohns_disease,PD-L1,2
influenza,CD19,0
thyroid_cancer,HGF,0
type2_diabetes,PDGFR,1
parkinsons,GLP-1R,0
liver_cancer,CTLA-4,2
arthritis,EGFR,1
influenza,SGLT2,2
liver_cancer,CD19,1
covid_19,CD30,0
stroke,MR,0
covid_19,GLP-1R,2
hyperlipidemia,TIM3,1
hepatitis_b,mTOR,0
breast_cancer,EGFR,2
type1_diabetes,CEA,0
arthritis,PR,1
epilepsy,5-HT1A,1
anxiety,IL-1,0
parkinsons,MR,1
rheumatoid_arthritis,GPC3,2
cervical_cancer,MR,2
thyroid_cancer,GABA_B,0
colon_cancer,GIPR,1
celiac_disease,Hedgehog,2
heart_failure,BRAF,0
tuberculosis,HER4,0
type1_diabetes,p53,2
liver_cancer,AMPA,1
type2_diabetes,HER2,0
arrhythmia,VEGF,1
hiv_aids,CD38,1
heart_failure,p53,0
sepsis,CDK4,1
depression,PARP,0
esophageal_cancer,VEGF,2
type2_diabetes,ERK,0
autism,OX40,1
fibromyalgia,CTLA-4,0
hyperlipidemia,TNF_alpha,0
hepatitis_c,VEGF,0
ulcerative_colitis,c-MET,2
kidney_disease,ER_beta,2
stroke,OX40,1
obesity,TIGIT,0
stomach_cancer,GPC3,0
celiac_disease,GLP-1R,1
psoriasis,HER3,1
parkinsons,CD22,0
liver_cancer,c-MET,0
obesity,CD33,1
stomach_cancer,OX40,2
hepatitis_c,ALK,0
tuberculosis,ERK,2
ovarian_cancer,BCMA,2
liver_disease,GABA_B,1
ovarian_cancer,IL-23,2
parkinsons,IL-4,0
asthma,GCGR,1
heart_failure,HGF,1
arthritis,HDAC,1
heart_failure,SGLT2,2
fibromyalgia,TOP2,0
lung_cancer,CD33,2
alzheimers,AKT,2
brain_cancer,HER4,2
autism,Wnt,0
fibromyalgia,IGF1R,1
coronary_artery_disease,PI3K,0
hepatitis_b,GPC3,2
migraine,HER4,1
hiv_aids,5-HT2A,0
alzheimers,PDGFR,0
obesity,OX40,0
insomnia,GR,0
hiv_aids,AMPA,0
cervical_cancer,IL-13,1
chronic_pain,GCGR,2
bipolar_disorder,BRAF,1
pancreatic_cancer,AKT,0
copd,CD19,1
obesity,DNMT,2
leukemia,HER3,1
alzheimers,GR,0
esophageal_cancer,CD19,1
sepsis,IL-13,0
brain_cancer,ER_alpha,2
influenza,NTRK,0
tuberculosis,FGFR,0
thyroid_cancer,IL-23,2
cardiomyopathy,MYC,0
anxiety,IL-23,1
psoriasis,IL-1,1
cardiomyopathy,VEGFR,0
colorectal_cancer,TOP2,2
breast_cancer,RET,1
stroke,TGF_beta,0
colorectal_cancer,IL-4,1
sepsis,PD1,1
hepatitis_b,BCMA,1
huntingtons,IL-6,0
lupus,CDK4,0
ovarian_cancer,5-HT1A,0
fibromyalgia,RET,1
thyroid_cancer,HER2,2
hepatitis_c,HER3,1
stomach_cancer,PD-L1,2
bladder_cancer,CD20,1
bipolar_disorder,IL-13,0
als,CDK6,1
cervical_cancer,CEA,1
celiac_disease,AMPA,2
thyroid_cancer,CEA,2
ulcerative_colitis,OX40,0
pancreatic_cancer,IL-4,0
cervical_cancer,MEK,2
hypertension,PD1,0
migraine,ROS1,1
colorectal_cancer,GPC3,2
fibromyalgia,TNF_alpha,2
migraine,PD1,1
sepsis,NMDA,0
lung_cancer,CD38,1
sepsis,5-HT2A,0
crohns_disease,CDK4,1
adhd,HDAC,1
esophageal_cancer,CD19,2
lung_cancer,CD19,0
schizophrenia,TIGIT,0
lymphoma,VEGF,1
heart_failure,HIF,1
epilepsy,GIPR,0
parkinsons,STAT,1
migraine,TOP1,1
huntingtons,RET,1
esophageal_cancer,BRAF,2
cardiomyopathy,ERK,0
hyperlipidemia,ROS1,0
type2_diabetes,TGF_beta,1
myocardial_infarction,HER4,1
influenza,TNF_alpha,1
sepsis,EGFR,0
hepatitis_b,ERK,0
colorectal_cancer,CD47,1
adhd,HER3,0
asthma,CD38,1
prostate_cancer,LAG3,2
liver_disease,GR,1
cervical_cancer,FGF,1
multiple_sclerosis,IL-17,2
malaria,HDAC,2
liver_cancer,PDGFR,0
gout,CEA,2
influenza,CD47,2
prostate_cancer,OX40,2
huntingtons,CD30,1
pneumonia,Wnt,0
anxiety,IGF1R,2
lymphoma,LAG3,1
epilepsy,IL-13,0
als,EGF,1
ulcerative_colitis,DNMT,0
leukemia,HER4,0
migraine,GABA_A,1
als,TIM3,0
influenza,VEGFR,1
arthritis,GABA_A,0
atherosclerosis,SGLT2,2
sepsis,TIM3,1
stroke,CTLA-4,1
cardiomyopathy,AMPA,0
copd,CTLA-4,2
chronic_pain,BRD4,1
cervical_cancer,BCMA,1
atherosclerosis,HER2,0
influenza,DNMT,1
alzheimers,HER4,2
liver_cancer,CEA,2
melanoma,PD1,0
osteoporosis,JAK,2
atherosclerosis,BCR-ABL,0
tuberculosis,CD47,1
bladder_cancer,CTLA-4,1
influenza,TIM3,0
tuberculosis,IL-6,0
adhd,HDAC,0
lymphoma,CD30,1
brain_cancer,ROS1,2
brain_cancer,CD22,2
depression,BTK,0
alzheimers,CEA,1
gout,VEGF,0
bladder_cancer,FGFR,1
epilepsy,CD33,0
multiple_sclerosis,GLP-1R,0
colon_cancer,ROS1,1
heart_failure,DNMT,0
esophageal_cancer,CTLA-4,2
hyperlipidemia,MR,0
stroke,Hedgehog,1
lymphoma,VEGFR,2
covid_19,AMPA,2
myocardial_infarction,CDK4,1
fibromyalgia,MEK,0
insomnia,EGFR,0
tuberculosis,RAS,2
hypertension,BTK,1
fibromyalgia,GABA_B,0
hyperlipidemia,AMPA,2
type2_diabetes,c-MET,1
sepsis,CD38,1
liver_disease,IL-1,1
arrhythmia,HER3,1
malaria,5-HT2A,0
sepsis,HER4,0
breast_cancer,D2,2
leukemia,CDK6,1
depression,AKT,1
rheumatoid_arthritis,TGF_beta,1
pneumonia,IL-4,1
hiv_aids,GABA_A,1
lupus,NTRK,2
kidney_disease,AP-1,2
hepatitis_b,PD-1,0
parkinsons,GCGR,2
osteoporosis,TGF_beta,0
type1_diabetes,CEA,2
ulcerative_colitis,EGF,2
colon_cancer,CD33,2
asthma,BTK,0
colorectal_cancer,HIF,1
covid_19,NF-kB,0
colorectal_cancer,EGF,2
kidney_disease,HDAC,0
hepatitis_c,EGFR,1
hiv_aids,CDK4,1
migraine,5-HT1A,1
lymphoma,CD19,1
obesity,ERK,2
multiple_sclerosis,NMDA,1
breast_cancer,IL-17,0
colon_cancer,IL-4,1
insomnia,p53,1
parkinsons,TIGIT,0
bipolar_disorder,HIF,1
anxiety,ER_alpha,2
crohns_disease,FGF,0
lupus,PD-1,2
obesity,BRAF,1
colon_cancer,PARP,1
gout,GR,1
lupus,IL-17,2
parkinsons,CDK4,0
myocardial_infarction,p53,2
arrhythmia,GABA_B,2
pancreatic_cancer,CTLA-4,1
type2_diabetes,CD20,1
bladder_cancer,HIF,2
breast_cancer,Wnt,2
als,CDK6,0
tuberculosis,IL-17,1
als,OX40,1
osteoporosis,LAG3,1
kidney_disease,LAG3,0
celiac_disease,TIM3,2
psoriasis,PD-1,1
sepsis,HER4,2
melanoma,CD22,2
parkinsons,PI3K,1
bladder_cancer,CDK4,0
hyperlipidemia,EGF,1
rheumatoid_arthritis,MEK,0
insomnia,AP-1,0
stroke,NF-kB,0
migraine,GABA_A,1
kidney_cancer,ALK,2
crohns_disease,GPC3,1
alzheimers,MYC,0
arrhythmia,TIGIT,0
arrhythmia,PI3K,1
hiv_aids,CTLA-4,0
breast_cancer,CD33,2
thyroid_cancer,MEK,2
lymphoma,NF-kB,2
hiv_aids,PDGFR,1
arthritis,BRAF,0
arrhythmia,CD47,1
breast_cancer,IL-13,1
bladder_cancer,HGF,2
kidney_disease,LAG3,1
depression,GABA_A,2
bladder_cancer,MEK,2
epilepsy,SGLT2,0
kidney_disease,TNF_alpha,1
hiv_aids,AR,0
sepsis,ERK,1
pneumonia,GIPR,1
depression,GIPR,1
arthritis,TIM3,0
depression,p53,0
adhd,IL-6,0
pancreatic_cancer,c-MET,0
hypertension,NMDA,1
liver_cancer,CD19,1
alzheimers,HER3,0
insomnia,TIM3,2
pancreatic_cancer,VEGF,1
myocardial_infarction,NOTCH,2
als,HGF,0
lymphoma,MR,0
thyroid_cancer,EGFR,2
covid_19,p53,0
osteoporosis,AMPA,1
bladder_cancer,TOP2,1
lymphoma,BRD4,1
ulcerative_colitis,IL-1,1
liver_cancer,MYC,2
anxiety,CDK4,1
covid_19,TOP1,0
pneumonia,JAK,2
alzheimers,GLP-1R,1
stroke,FGF,0
chronic_pain,IL-13,1
cervical_cancer,CD19,1
gout,CD22,1
crohns_disease,CDK6,2
osteoporosis,RAS,1
gout,JAK,2
influenza,HER2,1
cardiomyopathy,mTOR,2
liver_cancer,PD-1,2
obesity,ER_alpha,2
thyroid_cancer,NMDA,0
psoriasis,CDK6,2
crohns_disease,IL-4,1
lung_cancer,NMDA,1
breast_cancer,IL-17,1
pancreatic_cancer,JAK,1
anxiety,TOP1,0
tuberculosis,BRD4,1
ovarian_cancer,AKT,1
hiv_aids,CEA,1
sepsis,BTK,2
alzheimers,TIGIT,2
myocardial_infarction,RAS,1
epilepsy,CDK6,1
hepatitis_c,CTLA-4,1
esophageal_cancer,HER3,0
autism,ALK,0
schizophrenia,NF-kB,0
prostate_cancer,FGF,1
schizophrenia,PD-1,1
lung_cancer,CDK6,1
autism,5-HT1A,2
ovarian_cancer,PD1,2
myocardial_infarction,BRAF,1
hyperlipidemia,PI3K,0
anxiety,MR,1
atherosclerosis,GPC3,2
arthritis,IGF1R,0
type1_diabetes,TOP2,2
parkinsons,CD30,0
hyperlipidemia,STAT,1
celiac_disease,CEA,1
lupus,CD47,2
stomach_cancer,EGFR,1
lung_cancer,VEGFR,2
rheumatoid_arthritis,OX40,2
hyperlipidemia,HGF,0
prostate_cancer,HER4,2
hyperlipidemia,ROS1,0
arrhythmia,CD38,0
insomnia,ALK,0
migraine,ROS1,0
kidney_cancer,HDAC,2
coronary_artery_disease,ROS1,1
sepsis,MR,1
copd,CD33,0
kidney_cancer,IL-17,0
hepatitis_b,ALK,2
kidney_disease,CD47,1
hyperlipidemia,IGF1R,1
type2_diabetes,IL-4,1
covid_19,HIF,1
tuberculosis,HER2,1
multiple_sclerosis,OX40,2
ulcerative_colitis,NTRK,1
multiple_sclerosis,5-HT2A,1
autism,HGF,0
fibromyalgia,ER_alpha,0
cervical_cancer,Wnt,1
thyroid_cancer,NF-kB,2
als,PDGFR,2
esophageal_cancer,IGF1R,2
osteoporosis,TOP2,0
lung_cancer,PD-1,0
bladder_cancer,BCMA,1
type2_diabetes,FGFR,0
depression,Wnt,2
hepatitis_b,NF-kB,0
hypertension,RAS,0
epilepsy,BCR-ABL,2
chronic_pain,PD1,0
fibromyalgia,ER_beta,0
stomach_cancer,NMDA,0
asthma,HER2,1
bipolar_disorder,EGF,1
prostate_cancer,BRD4,1
breast_cancer,PR,2
stroke,GR,1
pneumonia,CD22,1
prostate_cancer,VEGFR,1
rheumatoid_arthritis,5-HT1A,0
ovarian_cancer,TIGIT,1
crohns_disease,HER4,1
type1_diabetes,GLP-1R,2
kidney_disease,GABA_B,2
hiv_aids,HGF,0
tuberculosis,HDAC,1
celiac_disease,D2,1
liver_cancer,PD-L1,1
coronary_artery_disease,CTLA-4,0
pneumonia,p53,0
prostate_cancer,HGF,1
depression,DNMT,1
hepatitis_b,ERK,0
leukemia,HER2,2
sepsis,CD20,1
fibromyalgia,SGLT2,1
liver_disease,CDK6,0
obesity,CEA,2
coronary_artery_disease,HER3,2
sepsis,Wnt,1
pancreatic_cancer,GCGR,0
hyperlipidemia,NOTCH,2
kidney_disease,IL-1,0
lung_cancer,Hedgehog,2
liver_cancer,MYC,1
obesity,JAK,0
osteoporosis,BCMA,2
malaria,VEGFR,2
rheumatoid_arthritis,GIPR,0
esophageal_cancer,EGFR,2
huntingtons,GPC3,2
anxiety,HER3,1
multiple_sclerosis,HER3,2
esophageal_cancer,ERK,2
prostate_cancer,GIPR,0
hiv_aids,CDK6,0
stomach_cancer,TGF_beta,1
arthritis,c-MET,0
stroke,FGFR,0
multiple_sclerosis,BCMA,0
lupus,GIPR,1
prostate_cancer,GLP-1R,0
colon_cancer,BRAF,1
ovarian_cancer,CDK4,2
kidney_disease,SGLT2,0
brain_cancer,MR,0
hyperlipidemia,RET,1
kidney_cancer,AKT,0
autism,HER2,2
melanoma,MYC,2
gout,D2,0
hepatitis_b,NF-kB,0
esophageal_cancer,p53,2
hyperlipidemia,GABA_A,1
alzheimers,CD38,0
ovarian_cancer,LAG3,1
stroke,AR,2
atherosclerosis,PD-L1,0
pneumonia,AMPA,2
liver_disease,PI3K,1
lung_cancer,VEGF,0
bipolar_disorder,ROS1,0
celiac_disease,PI3K,1
type1_diabetes,BTK,2
schizophrenia,TNF_alpha,1
epilepsy,BRAF,1
pneumonia,GIPR,1
copd,Wnt,0
depression,VEGFR,1
rheumatoid_arthritis,PDGFR,2
pneumonia,AKT,1
kidney_cancer,5-HT1A,1
myocardial_infarction,AKT,0
liver_disease,LAG3,0
heart_failure,STAT,1
liver_disease,PI3K,1
esophageal_cancer,SGLT2,2
copd,DNMT,1
fibromyalgia,HDAC,0
anxiety,PI3K,1
arthritis,CD33,1
autism,HER3,2
hepatitis_b,c-MET,0
kidney_disease,CDK6,1
hypertension,ER_beta,2
gout,Hedgehog,0
prostate_cancer,CD30,2
multiple_sclerosis,ALK,1
fibromyalgia,IL-13,0
prostate_cancer,IL-4,0
multiple_sclerosis,TGF_beta,2
brain_cancer,CTLA-4,2
type2_diabetes,CD30,0
fibromyalgia,CD30,2
malaria,HER2,1
fibromyalgia,BTK,1
melanoma,NTRK,1
celiac_disease,NF-kB,0
multiple_sclerosis,JAK,1
breast_cancer,Hedgehog,1
leukemia,BCR-ABL,1
kidney_disease,ER_beta,2
bladder_cancer,Wnt,2
myocardial_infarction,NOTCH,0
influenza,VEGFR,2
arthritis,CD47,2
crohns_disease,ROS1,0
type2_diabetes,CDK4,0
sepsis,AMPA,0
fibromyalgia,c-MET,0
pancreatic_cancer,CDK6,1
crohns_disease,PD1,2
depression,IGF1R,2
celiac_disease,CDK6,0
fibromyalgia,HDAC,1
migraine,GABA_B,2
anxiety,ALK,0
sepsis,AMPA,1
colorectal_cancer,IL-6,0
multiple_sclerosis,TIGIT,2
covid_19,CDK6,0
lymphoma,ER_alpha,0
autism,CD22,2
schizophrenia,JAK,2
prostate_cancer,CD38,2
adhd,HDAC,1
huntingtons,CD33,0
melanoma,TNF_alpha,1
breast_cancer,NTRK,1
esophageal_cancer,CD33,1
chronic_pain,CD47,0
bladder_cancer,CD19,2
insomnia,TNF_alpha,0
heart_failure,GABA_A,0
kidney_disease,HER4,1
schizophrenia,mTOR,1
type2_diabetes,SGLT2,2
hypertension,CD33,0
migraine,c-MET,0
arrhythmia,IL-17,1
esophageal_cancer,D2,0
arrhythmia,FGF,0
liver_disease,5-HT2A,1
stomach_cancer,HIF,1
osteoporosis,MYC,2
rheumatoid_arthritis,TOP1,1
prostate_cancer,CD30,2
type1_diabetes,HGF,0
depression,GABA_A,1
stroke,RAS,1
breast_cancer,mTOR,2
type2_diabetes,GABA_B,0
melanoma,LAG3,2
chronic_pain,CD19,0
rheumatoid_arthritis,CD22,0
kidney_cancer,CD33,2
leukemia,MYC,1
bladder_cancer,PD-1,1
type1_diabetes,DNMT,0
heart_failure,AKT,0
malaria,PDGFR,1
copd,ROS1,2
ulcerative_colitis,AR,2
melanoma,PR,0
ulcerative_colitis,CEA,1
breast_cancer,CEA,2
heart_failure,CDK4,1
parkinsons,EGF,0
osteoporosis,GPC3,0
type2_diabetes,JAK,2
schizophrenia,HER3,0
kidney_disease,5-HT1A,0
leukemia,EGFR,2
autism,BCMA,1
colon_cancer,CD47,1
coronary_artery_disease,FGFR,0
coronary_artery_disease,VEGFR,1
epilepsy,FGFR,2
bipolar_disorder,ER_alpha,2
influenza,CD38,2
cervical_cancer,STAT,2
copd,EGFR,1
influenza,HER3,0
cervical_cancer,PD1,0
cardiomyopathy,TOP2,1
hepatitis_b,c-MET,1
cervical_cancer,PR,1
rheumatoid_arthritis,CDK4,0
lupus,GCGR,2
arthritis,IL-13,2
huntingtons,CD22,1
parkinsons,STAT,0
stroke,GPC3,0
cardiomyopathy,BTK,2
melanoma,FGF,2
thyroid_cancer,MEK,1
cardiomyopathy,GIPR,2
influenza,GABA_A,1
lung_cancer,JAK,2
huntingtons,Hedgehog,0
breast_cancer,OX40,1
thyroid_cancer,ER_alpha,1
hypertension,CD20,2
stroke,RET,1
multiple_sclerosis,TIM3,1
multiple_sclerosis,AP-1,2
breast_cancer,SGLT2,0
hepatitis_c,IGF1R,1
pancreatic_cancer,IL-23,1
arthritis,HIF,1
prostate_cancer,NF-kB,2
type2_diabetes,AMPA,2
pneumonia,mTOR,2
gout,ROS1,0
lung_cancer,CD19,1
ovarian_cancer,ALK,2
huntingtons,Hedgehog,2
lymphoma,Hedgehog,2
hiv_aids,GIPR,1
asthma,HER3,1
hyperlipidemia,CDK6,0
liver_disease,IL-4,1
crohns_disease,PARP,2
lung_cancer,Hedgehog,2
hepatitis_b,HER2,2
breast_cancer,BTK,2
liver_cancer,TOP1,1
depression,IL-13,0
stroke,HIF,0
prostate_cancer,IGF1R,2
covid_19,HER3,0
epilepsy,STAT,0
tuberculosis,VEGFR,1
crohns_disease,IL-23,2
bipolar_disorder,EGF,0
osteoporosis,GABA_B,0
lupus,PI3K,1
colon_cancer,IL-17,0
kidney_cancer,TNF_alpha,1
bladder_cancer,HER3,2
prostate_cancer,AP-1,1
copd,mTOR,2
anxiety,PARP,0
heart_failure,FGFR,2
prostate_cancer,VEGFR,2
colorectal_cancer,5-HT2A,0
alzheimers,TNF_alpha,1
prostate_cancer,JAK,2
epilepsy,IL-6,0
type2_diabetes,STAT,0
myocardial_infarction,GABA_B,1
melanoma,GABA_B,1
melanoma,FGF,0
malaria,BRAF,2
colon_cancer,HER3,2
hiv_aids,PI3K,1
breast_cancer,PD-1,2
liver_cancer,CD20,2
hepatitis_b,HIF,1
heart_failure,NMDA,0
asthma,NF-kB,1
thyroid_cancer,TGF_beta,1
covid_19,AKT,1
atherosclerosis,HIF,1
colorectal_cancer,BCR-ABL,2
autism,GIPR,1
anxiety,TIGIT,1
colon_cancer,IL-23,0
psoriasis,HDAC,1
kidney_disease,HER4,0
type1_diabetes,IL-6,0
liver_cancer,5-HT1A,2
asthma,Hedgehog,1
bipolar_disorder,TNF_alpha,0
ovarian_cancer,CDK6,2
hiv_aids,TIGIT,1
crohns_disease,D2,0
thyroid_cancer,CD30,1
breast_cancer,IL-4,1
myocardial_infarction,IL-6,0
sepsis,CD38,2
depression,CD19,0
crohns_disease,MEK,2
thyroid_cancer,BTK,1
osteoporosis,EGF,0
bladder_cancer,HGF,1
breast_cancer,PDGFR,1
atherosclerosis,RET,0
migraine,CD19,0
ulcerative_colitis,5-HT2A,0
myocardial_infarction,HDAC,0
migraine,BCR-ABL,2
epilepsy,VEGF,1
depression,PI3K,0
lymphoma,CD19,2
copd,TIGIT,0
crohns_disease,MR,1
crohns_disease,PD-1,0
prostate_cancer,ALK,2
cervical_cancer,HDAC,2
cardiomyopathy,HIF,1
type2_diabetes,CEA,2
thyroid_cancer,DNMT,1
lupus,NF-kB,2
myocardial_infarction,MYC,2
autism,HGF,0
colorectal_cancer,FGF,2
stroke,DNMT,1
arthritis,Hedgehog,0
stomach_cancer,c-MET,2
breast_cancer,PD1,0
liver_disease,PDGFR,1
type2_diabetes,IL-23,1
esophageal_cancer,GLP-1R,0
psoriasis,EGF,0
parkinsons,IL-4,1
bladder_cancer,OX40,0
cardiomyopathy,HER3,1
myocardial_infarction,HDAC,1
insomnia,BCMA,1
arthritis,DNMT,2
leukemia,TGF_beta,1
crohns_disease,VEGFR,1
asthma,PI3K,0
kidney_disease,IL-17,0
asthma,MEK,1
ulcerative_colitis,CTLA-4,1
arthritis,ERK,0
depression,ER_alpha,1
bipolar_disorder,EGFR,1
als,AP-1,2
fibromyalgia,CD22,2
adhd,FGF,1
lung_cancer,CTLA-4,2
hepatitis_b,IL-1,2
osteoporosis,AP-1,0
hiv_aids,TOP1,1
parkinsons,SGLT2,1
leukemia,EGFR,2
hypertension,IL-6,1
pancreatic_cancer,IL-6,0
epilepsy,OX40,0
als,TOP2,1
arthritis,MYC,0
heart_failure,BRAF,1
celiac_disease,CDK6,2
stroke,BCR-ABL,0
liver_disease,CEA,2
huntingtons,IL-23,0
insomnia,GLP-1R,2
hyperlipidemia,CD20,1
obesity,EGF,2
thyroid_cancer,EGF,0
arrhythmia,NOTCH,1
celiac_disease,ER_beta,0
myocardial_infarction,D2,0
autism,FGF,1
migraine,MR,1
prostate_cancer,TIGIT,2
tuberculosis,DNMT,1
liver_cancer,AP-1,2
copd,HGF,2
huntingtons,CTLA-4,0
esophageal_cancer,VEGFR,0
multiple_sclerosis,CDK4,2
tuberculosis,BCR-ABL,0
epilepsy,HER4,1
prostate_cancer,ALK,2
autism,FGFR,1
insomnia,RET,0
liver_cancer,BCMA,0
autism,IL-6,1
alzheimers,TOP1,1
liver_disease,IL-1,0
cardiomyopathy,ER_beta,0
adhd,ROS1,0
myocardial_infarction,ROS1,0
heart_failure,TOP2,0
bipolar_disorder,AKT,1
sepsis,SGLT2,1
insomnia,TNF_alpha,0
hepatitis_c,OX40,1
lymphoma,VEGF,1
copd,NF-kB,1
melanoma,ER_alpha,0
crohns_disease,IL-17,2
coronary_artery_disease,IL-1,1
